formatted_path,sum_pageviews,sum_unique_pageviews,sum_time_on_page,time_per_view,name,nouns
/blog/2021/04/23/private-databricks-workspaces-with-aws-privatelink-is-in-public-preview,824,749,513094,622.6868932038835,private databricks workspaces with aws privatelink is in public preview,"[""databricks"",""workspaces"",""aws"",""privatelink"",""preview""]"
/blog/2020/11/09/retail-and-consumer-goods-agenda-for-data-ai-summit-europe-2020,158,142,38181,241.65189873417722,retail and consumer goods agenda for data ai summit europe 2020,"[""retail"",""consumer"",""goods"",""agenda"",""data"",""ai"",""summit"",""europe-2020""]"
/blog/2020/12/09/how-retina-uses-databricks-container-services-to-improve-efficiency-and-reduce-costs,165,150,99922,605.5878787878788,how retina uses databricks container services to improve efficiency and reduce costs,"[""retina"",""uses"",""databricks"",""container"",""services"",""improve"",""efficiency"",""reduce"",""costs""]"
/blog/2020/08/21/top-5-reasons-to-convert-your-cloud-data-lake-to-a-delta-lake,2253,1994,1147820,509.4629383044829,top 5 reasons to convert your cloud data lake to a delta lake,"[""reasons"",""cloud"",""data"",""lake"",""delta"",""lake""]"
/blog/2020/08/25/tensorboard-a-new-way-to-use-tensorboard-on-databricks',1,1,9,9,tensorboard a new way to use tensorboard on databricks',"[""tensorboard"",""way"",""use"",""tensorboard"",""databricks""]"
/blog/2021/01/21/how-to-save-up-to-50-on-azure-etl-while-improving-data-quality,882,777,392752,445.297052154195,how to save up to 50 on azure etl while improving data quality,"[""to-50"",""azure"",""etl"",""data"",""quality""]"
/blog/2021/08/23/solution-accelerator-multi-touch-attribution,6319,5434,2953426,467.3881943345466,solution accelerator multi touch attribution,"[""solution"",""accelerator"",""attribution""]"
/blog/2020/11/30/establishing-your-career-path-lessons-brought-to-you-by-databricks-women-in-sales,288,268,70102,243.40972222222223,establishing your career path lessons brought to you by databricks women in sales,"[""career"",""path"",""lessons"",""databricks"",""women"",""sales""]"
/blog/2021/08/11/how-we-achieved-high-bandwidth-connectivity-with-bi-tools,3449,2998,1476906,428.21281530878514,how we achieved high bandwidth connectivity with bi tools,"[""connectivity"",""bi"",""tools""]"
/blog/2021/08/19/make-your-rstudio-on-databricks-more-durable-and-resilient,896,800,451490,503.8950892857143,make your rstudio on databricks more durable and resilient,"[""make"",""rstudio"",""databricks""]"
/blog/2020/08/20/modern-industrial-iot-analytics-on-azure-part-3,2539,2082,1171541,461.4182749113824,modern industrial iot analytics on azure part 3,"[""iot"",""analytics"",""azure"",""part-3""]"
/blog/2020/11/11/leveraging-esg-data-tohttps:/www.vechain.com/solution/logistics https:/origintrail.io-operationalize-sustainability,1,1,0,0,leveraging esg data tohttps:,"[""esg"",""data"",""tohttps:/www.vechain.com"",""solution"",""logistics"",""https:/origintrail.io"",""sustainability""]"
/blog/2020/12/08/azure-databricks-now-generally-available-in-azure-government,187,168,78670,420.6951871657754,azure databricks now generally available in azure government,"[""azure"",""databricks"",""azure"",""government""]"
/blog/2021/08/06/how-we-built-databricks-on-google-kubernetes-engine-gke,4098,3566,2612984,637.6242069302099,how we built databricks on google kubernetes engine gke,"[""databricks"",""google"",""kubernetes"",""engine"",""gke""]"
/blog/2021/02/01/accenture-and-databricks-partner-together-to-streamline-large-scale-machine-learning-deployments,1092,978,605966,554.9139194139194,accenture and databricks partner together to streamline large scale machine learning deployments,"[""accenture"",""databricks"",""partner"",""scale"",""machine"",""learning"",""deployments""]"
/blog/2021/05/26,11,8,2319,210.8181818181818,NA,[]
/blog/2020/06/19/avanade-and-databricks-partner-to-deliver-data-and-ai-solutions-with-azure-databricks,521,452,329435,632.3128598848368,avanade and databricks partner to deliver data and ai solutions with azure databricks,"[""avanade"",""databricks"",""partner"",""data"",""ai"",""solutions"",""azure"",""databricks""]"
/blog/2021/03/23/introducing-databricks-on-google-cloud-now-in-public-preview,1961,1751,578863,295.1876593574707,introducing databricks on google cloud now in public preview,"[""databricks"",""google"",""cloud"",""preview""]"
/blog/2021/05/14/machine-learning-alternative-data-delta-lake-[…]ource=gradientflow&utm_medium=newsletter&utm_campaign=issue35,2,1,5,2.5,machine learning alternative data delta lake […]ource=gradientflow&utm_medium=newsletter&utm_campaign=issue35,"[""machine"",""data"",""delta"",""gradientflow&utm_medium"",""newsletter&utm_campaign"",""=""]"
/blog/2020/06/12/a-guide-to-the-mlflow-talk-at-spark-ai-summit-2020,590,472,209268,354.6915254237288,a guide to the mlflow talk at spark ai summit 2020,"[""guide"",""mlflow"",""talk"",""spark"",""ai"",""summit-2020""]"
/blog/2021/05/11/databricks.com/blog/2021/05/11/azure-databricks-training-and-key-sessions-at-data-ai-summit-2021,1,1,0,0,databricks.com,"[""blog/2021/05/11"",""azure"",""databricks"",""training"",""sessions"",""data"",""ai"",""summit-2021""]"
/blog/2021/08/27/announcing-databricks-autologging-for-automated-ml-experiment-tracking,759,678,413895,545.3162055335969,announcing databricks autologging for automated ml experiment tracking,"[""databricks"",""autologging"",""ml"",""experiment"",""tracking""]"
/blog/2020/05/15/shrink-training-time-and-cost-using-nvidia-gpu-accelerated-xgboost-and-apache-spark-on-databricks,1149,1020,524747,456.6988685813751,shrink training time and cost using nvidia gpu accelerated xgboost and apache spark on databricks,"[""shrink"",""training"",""time"",""cost"",""nvidia"",""gpu"",""xgboost"",""apache"",""spark"",""databricks""]"
/blog/2020/10/09/integrating-large-scale-genomic-variation-and-annotation-data-with-glow,299,273,152885,511.32107023411373,integrating large scale genomic variation and annotation data with glow,"[""scale"",""variation"",""annotation"",""data"",""glow""]"
/blog/2021/06/16/databricks.com/blog/2021/06/16/solution-accelerator-toxicity-detection-in-gaming,6,4,20,3.3333333333333335,databricks.com,"[""blog/2021/06/16"",""solution"",""accelerator"",""toxicity"",""detection"",""gaming""]"
/blog/2021/05/26/introducing-delta-sharing-an-open-protocol-fo[…]e=bambu&utm_medium=social&utm_campaign=advocacy&blaid=1592389,1,1,0,0,introducing delta sharing an open protocol fo[…]e=bambu&utm_medium=social&utm_campaign=advocacy&blaid=1592389,"[""delta"",""sharing"",""protocol"",""fo["",""advocacy&blaid=1592389""]"
/blog/2020/11/05,4,2,34,8.5,NA,[]
/blog/2021/03/16,1,1,2,2,NA,[]
/blog/2021/04/02/data-democratization-a-key-to-building-a-healthy-data-culture,638,597,239462,375.3322884012539,data democratization a key to building a healthy data culture,"[""data"",""democratization"",""key"",""building"",""data"",""culture""]"
/blog/2021/04/06/fine-grained-time-series-forecasting-at-scale-with-facebook-prophet-and-apache-spark-updated-for-spark-3,1120,984,441666,394.34464285714284,fine grained time series forecasting at scale with facebook prophet and apache spark updated for spark 3,"[""time"",""series"",""forecasting"",""scale"",""facebook"",""prophet"",""apache"",""spark""]"
/blog/2020/05/14,1,1,2,2,NA,[]
/blog/2020/11/17/key-sessions-for-microsoft-azure-customers-at-data-ai-summit-europe-2020,285,246,105091,368.740350877193,key sessions for microsoft azure customers at data ai summit europe 2020,"[""sessions"",""microsoft"",""azure"",""customers"",""data"",""ai"",""summit"",""europe-2020""]"
/blog/2021/05/19/databricks.com/blog/2021/05/19/evolution-to-the-data-lakehouse,41,24,5447,132.85365853658536,databricks.com,"[""blog/2021/05/19"",""evolution"",""data"",""lakehouse""]"
/blog/2021/09/07/implementing-more-effective-fair-scientific-data-management-with-a-lakehouse,986,864,689348,699.1359026369169,implementing more effective fair scientific data management with a lakehouse,"[""data"",""management"",""lakehouse""]"
/blog/2020/08/28/operationalize-100-machine-learning-models-in-afleetups-little-as-12-weeks-with-azure-databricks,1,1,0,0,operationalize 100 machine learning models in afleetups little as 12 weeks with azure databricks,"[""operationalize-100"",""machine"",""learning"",""models"",""afleetups"",""as-12"",""weeks"",""azure"",""databricks""]"
/blog/2020/06/25/mlflow-joins-the-linux-foundation-to-https:/databricks.com/blog/2020/06/25/mlflow-joins-the-linux-foundation-to-become-the-open-standard-for-machine-learning-platforms,1,1,6,6,mlflow joins the linux foundation to https:,"[""mlflow"",""joins"",""linux"",""foundation"",""blog/2020/06/25"",""mlflow"",""joins"",""linux"",""foundation"",""machine"",""learning"",""platforms""]"
/blog/2020/04/28/new-study-databricks-delivers-nearly-29-million-in-economic-benefits-and-pays-for-itself-in-less-than-six-months,148,134,46768,316,new study databricks delivers nearly 29 million in economic benefits and pays for itself in less than six months,"[""study"",""databricks"",""delivers"",""nearly-29"",""benefits"",""pays"",""months""]"
/blog/2020/07/10/a-data-driven-approach-to-environmentals-social-and-governance,1,1,44,44,a data driven approach to environmentals social and governance,"[""data"",""approach"",""environmentals"",""governance""]"
/blog/2020/08/18/flagging-at-risk-subscribers-for-direct-to-consumer-media-services,389,337,108775,279.6272493573265,flagging at risk subscribers for direct to consumer media services,"[""risk"",""subscribers"",""consumer"",""media"",""services""]"
/blog/2021/05/19/countdown-to-dais-21-blog,10,8,10266,1026.6,countdown to dais 21 blog,"[""countdown"",""dais-21"",""blog""]"
/blog/2021/05/25,1,1,31,31,NA,[]
/blog/2020/09/09/its-an-esg-world-and-were-just-living-in-it,370,316,121911,329.4891891891892,its an esg world and were just living in it,"[""esg"",""world"",""living""]"
/blog/2020/11/10/financial-services-agenda-for-data-ai-summit-europe-2020,160,143,79161,494.75625,financial services agenda for data ai summit europe 2020,"[""services"",""agenda"",""data"",""ai"",""summit"",""europe-2020""]"
/blog/2021/06/16/solution-accelerator-toxicity-detection-in-gaming,1161,1014,553686,476.9043927648579,solution accelerator toxicity detection in gaming,"[""solution"",""accelerator"",""toxicity"",""detection"",""gaming""]"
/blog/2020/06/10/data-teams-unite-countdown-to-spark-ai-summit,3136,2870,1058043,337.3861607142857,data teams unite countdown to spark ai summit,"[""data"",""teams"",""unite"",""countdown"",""spark"",""ai"",""summit""]"
/blog/2021/01/14/leveling-the-playing-field-horovodrunner-for-distributed-deep-learning-training,301,250,159682,530.5049833887043,leveling the playing field horovodrunner for distributed deep learning training,"[""playing"",""field"",""horovodrunner"",""learning"",""training""]"
/blog/2020/08/07/data-with-impact-a-look-back-at-the-first-hackathon-for-social-good,279,221,65549,234.9426523297491,data with impact a look back at the first hackathon for social good,"[""data"",""impact"",""look"",""back"",""hackathon""]"
/blog/2021/01/13/over-200k-enrolled-in-databricks-certification-and-training,953,869,315062,330.60020986358865,over 200k enrolled in databricks certification and training,"[""over-200k"",""databricks"",""certification"",""training""]"
/blog/2021/02/23/image-test,237,82,49842,210.30379746835442,image test,"[""image"",""test""]"
/blog/2020/05/29/ adaptive-query-execution-speeding-up-spark-sql-at-runtime,1,1,0,0, adaptive query execution speeding up spark sql at runtime,"[""query"",""execution"",""spark"",""sql"",""runtime""]"
/blog/2020/06/24/introducing-koalas-1-0,5238,4743,2038665,389.20675830469645,introducing koalas 1 0,[]
/blog/2021/02/11/amplify-insights-into-yor-industry-with-geospatial-analytics,1,1,21,21,amplify insights into yor industry with geospatial analytics,"[""insights"",""yor"",""industry"",""analytics""]"
/blog/2021/06/22/get-your-free-copy-of-delta-lake-the-definitive-guide-early-release,3289,2851,1052745,320.0805716023107,get your free copy of delta lake the definitive guide early release,"[""copy"",""delta"",""lake"",""guide"",""release""]"
/blog/2021/08/25/how-to-manage-end-to-end-deep-learning-pipelines-with-databricks,7383,6315,3802557,515.0422592442096,how to manage end to end deep learning pipelines with databricks,"[""end"",""end"",""learning"",""pipelines"",""databricks""]"
/blog/2021/09/21/managing-model-ensembles-with-mlflow,74,66,32243,435.7162162162162,managing model ensembles with mlflow,"[""model"",""ensembles"",""mlflow""]"
/blog/2020/06/15/accelerating-somatic-variant-calling-with-the-databricks-tnseq-pipeline,152,132,65707,432.2828947368421,accelerating somatic variant calling with the databricks tnseq pipeline,"[""variant"",""calling"",""databricks"",""tnseq"",""pipeline""]"
/blog/2021/04/29/automated-background-removal-in-e-commerce-fashion-image-processing-using-pytorch-on-databricks,882,775,372867,422.7517006802721,automated background removal in e commerce fashion image processing using pytorch on databricks,"[""background"",""removal"",""e"",""commerce"",""fashion"",""image"",""processing"",""pytorch"",""databricks""]"
/blog/2020/05/04/intern-tips-for-a-virtual-databricks-internship,198,174,69202,349.5050505050505,intern tips for a virtual databricks internship,"[""intern"",""tips"",""databricks"",""internship""]"
/blog/2020/05/27/modernizing-risk-management-part-2-streaming-data-ingestion-rapid-model-development-and-monte-carlo-simulations-at-scale,2,2,11,5.5,modernizing risk management part 2 streaming data ingestion rapid model development and monte carlo simulations at scale,"[""risk"",""management"",""streaming"",""data"",""ingestion"",""model"",""development"",""monte"",""carlo"",""simulations"",""scale""]"
/blog/2020/07/22/a-comprehensive-look-at-dates-and-timestamps-in-apache-spark-3-0,9155,7609,4928675,538.3588203167668,a comprehensive look at dates and timestamps in apache spark 3 0,"[""look"",""dates"",""timestamps"",""apache""]"
/blog/2020/06/18/introducting-apache-spark-3-0-now-available-in-databricks-runtime-7-0,1,1,30,30,introducting apache spark 3 0 now available in databricks runtime 7 0,"[""apache"",""databricks""]"
/blog/2020/09/15,1,1,23,23,NA,[]
/blog/2021/06/24/three-princyouples-for-selecting-machine-learning-platforms,1,1,0,0,three princyouples for selecting machine learning platforms,"[""princyouples"",""machine"",""learning"",""platforms""]"
/blog/2020/06/26/announcing-gpu-aware-scheduling-and-enhanced-deep-learning-capabilities,463,420,222358,480.2548596112311,announcing gpu aware scheduling and enhanced deep learning capabilities,"[""gpu"",""scheduling"",""learning"",""capabilities""]"
/blog/2020/10/19/announcing-single-node-clusters-on-databricks,1393,1268,605633,434.76884422110555,announcing single node clusters on databricks,"[""node"",""clusters"",""databricks""]"
/blog/2021/04/20/YXR0YWNrLW,1,1,11,11,YXR0YWNrLW,"[""YXR0YWNrLW""]"
/blog/2021/04/26/reproduce-anything-machine-learning-meets-lakehouse,141,132,59692,423.34751773049646,reproduce anything machine learning meets lakehouse,"[""machine"",""learning"",""meets"",""lakehouse""]"
/blog/2021/03/17,1,1,3222,3222,NA,[]
/blog/2020/12/22/natively-query-your-delta-lake-with-scala-java-and-python,3453,3091,1753235,507.7425427164784,natively query your delta lake with scala java and python,"[""query"",""delta"",""lake"",""scala"",""java"",""python""]"
/blog/2021/05/21/customer-managed-key-cmk-public-previews-for-databricks-on-azure-and-aws,230,213,138209,600.908695652174,customer managed key cmk public previews for databricks on azure and aws,"[""customer"",""key"",""cmk"",""previews"",""databricks"",""azure"",""aws""]"
/blog/2021/01/13/data-access-governance-and-3-signs-you-need-it,278,241,108132,388.9640287769784,data access governance and 3 signs you need it,"[""data"",""access"",""governance"",""signs"",""need""]"
/blog/2021/04/20/attack-of-the-delta-clones-against-disaster-recovery-availability-complexity,832,756,470809,565.8762019230769,attack of the delta clones against disaster recovery availability complexity,"[""attack"",""delta"",""clones"",""disaster"",""recovery"",""availability"",""complexity""]"
/blog/2020/06/26,7,4,238,34,NA,[]
/blog/2020/11/10/media-and-entertainment-agenda-for-data-ai-summit-europe-2020,110,103,46371,421.55454545454546,media and entertainment agenda for data ai summit europe 2020,"[""media"",""entertainment"",""agenda"",""data"",""ai"",""summit"",""europe-2020""]"
/blog/2020/11/25/azure-databricks-achieves-fedramp-high-authorization-on-microsoft-azure-government-mag,403,354,172360,427.6923076923077,azure databricks achieves fedramp high authorization on microsoft azure government mag,"[""azure"",""databricks"",""achieves"",""fedramp"",""authorization"",""microsoft"",""azure"",""government"",""mag""]"
/blog/2021/06/29/using-bayesian-hierarchical-models-to-infer-the-disease-parameters-of-covid-19,448,400,175750,392.29910714285717,using bayesian hierarchical models to infer the disease parameters of covid 19,"[""bayesian"",""models"",""disease"",""parameters"",""covid-19""]"
/blog/2021/01/11/over-200k-enrolled-in-databricks-certification-and-training,56,44,26881,480.01785714285717,over 200k enrolled in databricks certification and training,"[""over-200k"",""databricks"",""certification"",""training""]"
/blog/2021/04/08/efficiently-building-ml-models-for-predictive-maintenance-in-the-oil-and-gas-industry-with-databricks,670,616,237580,354.5970149253731,efficiently building ml models for predictive maintenance in the oil and gas industry with databricks,"[""building"",""ml"",""models"",""maintenance"",""oil"",""gas"",""industry"",""databricks""]"
/blog/2020/09/10/diving-deep-into-the-inner-workings-of-the-lakehouse-and-delta-lake,1345,1161,613556,456.17546468401486,diving deep into the inner workings of the lakehouse and delta lake,"[""diving"",""workings"",""lakehouse"",""delta"",""lake""]"
/blog/2020/10/08/analyzing-algorand-blockchain-data-with-databricks-delta,703,614,353491,502.8321479374111,analyzing algorand blockchain data with databricks delta,"[""algorand"",""blockchain"",""data"",""databricks"",""delta""]"
/blog/2021/09,3,3,25,8.333333333333334,NA,[]
/blog/2021/05/19/announcing-the-2021-databricks-data-team-award-finalists,1291,1156,630022,488.010844306739,announcing the 2021 databricks data team award finalists,"[""the-2021"",""databricks"",""data"",""team"",""award"",""finalists""]"
/blog/2020/10/30/announcing-azure-databricks-power-bi-connector-public-preview,1033,922,623897,603.9661181026138,announcing azure databricks power bi connector public preview,"[""azure"",""databricks"",""power"",""bi"",""preview""]"
/blog/2021/02/23/link,1,1,127,127,link,"[""link""]"
/blog/2021/05/26/databricks.com/blog/2021/05/26/introducing-delta-sharing-an-open-protocol-for-secure-data-sharing,12,8,76,6.333333333333333,databricks.com,"[""blog/2021/05/26"",""delta"",""sharing"",""protocol"",""data"",""sharing""]"
/blog/2021/07/20/the-three-things-cxos-prioritize-in-their-data-and-ai-strategy,353,324,226960,642.9461756373938,the three things cxos prioritize in their data and ai strategy,"[""things"",""cxos"",""prioritize"",""data"",""ai"",""strategy""]"
/blog/2021/05/06/building-forward-looking-intelligence-with-external-data,555,497,293478,528.7891891891892,building forward looking intelligence with external data,"[""building"",""intelligence"",""data""]"
/blog/2020/12/16/top-questions-from-our-lakehouse-event,357,317,193580,542.2408963585434,top questions from our lakehouse event,"[""questions"",""lakehouse"",""event""]"
/blog/2021/05/20/building-a-cybersecurity-lakehouse-for-crowdstrike-falcon-events,750,658,422208,562.944,building a cybersecurity lakehouse for crowdstrike falcon events,"[""building"",""cybersecurity"",""lakehouse"",""crowdstrike"",""falcon"",""events""]"
/blog/2020/06/16/on-demand-virtual-session-customer-lifetime-value,325,246,163725,503.7692307692308,on demand virtual session customer lifetime value,"[""demand"",""session"",""customer"",""lifetime"",""value""]"
/blog/2020/06/25/introducing-glowgr-an-industrial-scale-ultra-fast-and-sensitive-method-for-genetic-association-studies,514,455,209815,408.2003891050584,introducing glowgr an industrial scale ultra fast and sensitive method for genetic association studies,"[""glowgr"",""scale"",""method"",""association"",""studies""]"
/blog/2021/04/07/benchmark-koalas-pyspark-and-dask,4954,4437,1435485,289.76281792490914,benchmark koalas pyspark and dask,"[""benchmark"",""koalas"",""pyspark"",""dask""]"
/blog/2020/11/18/databricks-partner-executive-summit-at-data-ai-summit-2020-europe,328,303,114873,350.2225609756098,databricks partner executive summit at data ai summit 2020 europe,"[""databricks"",""partner"",""executive"",""summit"",""data"",""ai"",""summit-2020"",""europe""]"
/blog/2021/02/17/YW5ub3VuY2,1,1,8,8,YW5ub3VuY2,"[""YW5ub3VuY2""]"
/blog/2021/03/31/databricks-notebook-dark-theme,1341,1277,303403,226.25130499627144,databricks notebook dark theme,"[""databricks"",""notebook"",""theme""]"
/blog/2021/07/16/feature-engineering-at-scale,2431,2168,1180147,485.45742492801315,feature engineering at scale,"[""feature"",""engineering"",""scale""]"
/blog/2020/08/27/enabling-spark-sql-ddl-and-dml-in-delta-lake-on-apache-spark-3-0,3542,3057,1811578,511.45623941276114,enabling spark sql ddl and dml in delta lake on apache spark 3 0,"[""spark"",""sql"",""ddl"",""dml"",""delta"",""lake"",""apache""]"
/blog/2021/06/03/celebrating-asian-american-pacific-islander-heritage-month,142,124,63754,448.9718309859155,celebrating asian american pacific islander heritage month,"[""american"",""pacific"",""islander"",""heritage"",""month""]"
/blog/2020/08/11/modern-industrial-iot-analytics-on-azure-part-3,3,3,26,8.666666666666666,modern industrial iot analytics on azure part 3,"[""iot"",""analytics"",""azure"",""part-3""]"
/blog/2020/11/19,1,1,5,5,NA,[]
/blog/2020/12/22/how-to-manage-python-dependencies-in-pyspark,6548,5720,3497542,534.1389737324374,how to manage python dependencies in pyspark,"[""python"",""dependencies"",""pyspark""]"
/blog/2020/04/14/spark-ai-summit-is-now-a-global-virtual-event,16,15,600,37.5,spark ai summit is now a global virtual event,"[""spark"",""ai"",""summit"",""event""]"
/blog/2020/05/28/automating-away-engineering-on-call-workflows-at-databricks,822,744,282480,343.64963503649636,automating away engineering on call workflows at databricks,"[""engineering"",""call"",""workflows"",""databricks""]"
/blog/2020/11/06/improving-the-spark-exclusion-mechanism-in-databricks,736,636,439266,596.8288043478261,improving the spark exclusion mechanism in databricks,"[""spark"",""exclusion"",""mechanism"",""databricks""]"
/blog/2021/03/10/glow-v1-0-0-next-generation-genome-wide-analytics,1,1,322,322,glow v1 0 0 next generation genome wide analytics,"[""glow"",""generation"",""genome"",""analytics""]"
/blog/2020/07/15/analyzing-customer-attritrition-in-subscription-model,1,1,32,32,analyzing customer attritrition in subscription model,"[""customer"",""attritrition"",""subscription"",""model""]"
/blog/2020/08/03/modern-industrial-iot-analytics-on-azure-part-1,3783,2982,1577319,416.949246629659,modern industrial iot analytics on azure part 1,"[""iot"",""analytics"",""azure"",""part-1""]"
/blog/2021/02/23/growth-hacking-impact-why-im-joining-databricks,1887,1755,446928,236.84578696343402,growth hacking impact why im joining databricks,"[""growth"",""impact"",""im"",""joining"",""databricks""]"
/blog/2020/05/28/new-redash-connector-for-databricks,2137,1831,985790,461.2962096396818,new redash connector for databricks,"[""redash"",""connector"",""databricks""]"
/blog/2020/06/25/mlflow-joins-the-linux-foundation-to-become-the-open-standard-for-machine-learning-platforms,3110,2807,910376,292.72540192926044,mlflow joins the linux foundation to become the open standard for machine learning platforms,"[""mlflow"",""joins"",""linux"",""foundation"",""machine"",""learning"",""platforms""]"
/blog/2020/12/09/see-databricks-at-reinvent-and-demystify-your-data,163,150,78814,483.52147239263803,see databricks at reinvent and demystify your data,"[""see"",""databricks"",""data""]"
/blog/2020/08/11/modern-industrial-iot-analytics-on-azure-part-1,7,6,33,4.714285714285714,modern industrial iot analytics on azure part 1,"[""iot"",""analytics"",""azure"",""part-1""]"
/blog/2021/04/15/how-not-to-tune-your-model-with-hyperopt,751,663,574621,765.1411451398136,how not to tune your model with hyperopt,"[""tune"",""model"",""hyperopt""]"
/blog/2021/06/23/need-fordata-centric-mi-platforms,1,1,2455,2455,need fordata centric mi platforms,"[""need"",""fordata"",""centric"",""platforms""]"
/blog/2021/05/20/countdown-to-data-ai-summit-2021-event-preview-and-flyover,4,3,392,98,countdown to data ai summit 2021 event preview and flyover,"[""countdown"",""data"",""ai"",""summit-2021"",""event"",""preview"",""flyover""]"
/blog/2021/05/27/introducing-databricks-automl-a-glass-box-approach-to-automating-machine-learning-development,3000,2671,1327646,442.5486666666667,introducing databricks automl a glass box approach to automating machine learning development,"[""databricks"",""automl"",""glass"",""box"",""approach"",""machine"",""development""]"
/blog/2021/09/08/announcing-public-preview-of-low-shuffle-merge,1817,1585,1214461,668.3880022014309,announcing public preview of low shuffle merge,"[""preview"",""shuffle""]"
/blog/2020/06/16/retail-and-consumer-goods-sessions-you-dont-want-to-miss-at-spark-ai-summit-2020,311,252,131106,421.5627009646302,retail and consumer goods sessions you dont want to miss at spark ai summit 2020,"[""retail"",""consumer"",""goods"",""sessions"",""dont"",""spark"",""ai"",""summit-2020""]"
/blog/2021/08/30/announcing-databricks-serverless-sql,14881,12971,6838422,459.5404878704388,announcing databricks serverless sql,"[""databricks"",""sql""]"
/blog/2020/11/09/healthcare-and-life-sciences-agenda-for-data-ai-summit-europe-2020,196,173,64982,331.5408163265306,healthcare and life sciences agenda for data ai summit europe 2020,"[""healthcare"",""life"",""sciences"",""agenda"",""data"",""ai"",""summit"",""europe-2020""]"
/blog/2021/05/06/rise-of-the-lakehouse,2445,2237,959574,392.4638036809816,rise of the lakehouse,"[""rise"",""lakehouse""]"
/blog/2021/05/19/ZXZvbHV0aW,18,18,159,8.833333333333334,ZXZvbHV0aW,[]
/blog/2021/08/30/how-incremental-etl-makes-life-simpler-with-data-lakes,3222,2877,1251429,388.40130353817506,how incremental etl makes life simpler with data lakes,"[""etl"",""makes"",""life"",""data"",""lakes""]"
/blog/2021/05/25/summit-this-week-29-talks-on-deep-learning-mlops-nlp-and-other-machine-learning-topics,361,327,175450,486.01108033240996,summit this week 29 talks on deep learning mlops nlp and other machine learning topics,"[""summit"",""week-29"",""talks"",""learning"",""mlops"",""nlp"",""machine"",""learning"",""topics""]"
/blog/2021/07/23/augment-your-siem-for-cybersecurity-at-cloud-scale,1458,1248,862736,591.7256515775034,augment your siem for cybersecurity at cloud scale,"[""siem"",""cybersecurity"",""cloud"",""scale""]"
/blog/2020/05/27/modernizing-risk-management-part-1-streaming-data-ingestion-rapid-model-development-and-monte-carlo-simulations-at-scale,2461,1990,1289573,524.0036570499797,modernizing risk management part 1 streaming data ingestion rapid model development and monte carlo simulations at scale,"[""risk"",""management"",""part-1"",""streaming"",""data"",""ingestion"",""model"",""development"",""monte"",""carlo"",""simulations"",""scale""]"
/blog/2020/05/20/new-pandas-udfs-and-python-@type-hints-in-the-upcoming-release-of-apache-spark-3-0,3,3,0,0,new pandas udfs and python @type hints in the upcoming release of apache spark 3 0,"[""pandas"",""udfs"",""python-@type"",""hints"",""release"",""apache""]"
/blog/2020/08/20/modern-industrial-iot-analytics-on-azure-part-1,9,7,52,5.777777777777778,modern industrial iot analytics on azure part 1,"[""iot"",""analytics"",""azure"",""part-1""]"
/blog/2020/11/16/fatal-force-exploring-police-shootings-with-sql-analytics,1079,963,437655,405.6116774791474,fatal force exploring police shootings with sql analytics,"[""force"",""police"",""shootings"",""sql"",""analytics""]"
/blog/2021/06/17/databricks.com/blog/2021/06/17/announcing-photon-public-preview-the-next-generation-query-engine-on-the-databricks-lakehouse-platform,1,1,0,0,databricks.com,"[""blog/2021/06/17"",""photon"",""preview"",""generation"",""query"",""engine"",""databricks"",""lakehouse"",""platform""]"
/blog/2020/11/03/why-cloud-centric-data-lake-is-the-future-of-edw,3000,2658,1494289,498.09633333333335,why cloud centric data lake is the future of edw,"[""cloud"",""centric"",""data"",""lake"",""future""]"
/blog/2021/03/03/analyzing-algorand-blockchain-data-with-databricks-delta-part-2,491,409,314896,641.3360488798371,analyzing algorand blockchain data with databricks delta part 2,"[""algorand"",""blockchain"",""data"",""databricks"",""delta""]"
/blog/2020/05/04/azure-databricks-security-best-practices,587,522,183188,312.0749574105622,azure databricks security best practices,"[""azure"",""databricks"",""security"",""practices""]"
/blog/2020/11/12/data-teams-unite-countdown-to-data-ai-summit-europe,698,649,183247,262.5315186246418,data teams unite countdown to data ai summit europe,"[""data"",""teams"",""unite"",""countdown"",""data"",""ai"",""summit"",""europe""]"
/blog/2021/05/06/databricks.com/blog/2021/05/06/rise-of-the-lakehouse,1,1,6,6,databricks.com,"[""blog/2021/05/06"",""rise"",""lakehouse""]"
/blog/2021/09/16/4-ways-ai-can-future-proof-financial-services-risk-and-compliance,73,63,41324,566.082191780822,4 ways ai can future proof financial services risk and compliance,"[""ways"",""ai"",""proof"",""services"",""risk"",""compliance""]"
/blog/2021/04/30/guide-to-manufacturing-distribution-sessions-at-data-ai-summit-2021,183,164,85652,468.04371584699453,guide to manufacturing distribution sessions at data ai summit 2021,"[""guide"",""manufacturing"",""distribution"",""sessions"",""data"",""ai"",""summit-2021""]"
/blog/2021/07/29/an-experimentation-pipeline-for-extracting-topics-from-text-data-using-pyspark,1038,893,685346,660.2562620423893,an experimentation pipeline for extracting topics from text data using pyspark,"[""experimentation"",""pipeline"",""topics"",""text"",""data"",""pyspark""]"
/blog/2021/05/05/guide-to-media-entertainment-sessions-at-data-ai-summit-2021,191,169,61063,319.70157068062827,guide to media entertainment sessions at data ai summit 2021,"[""guide"",""media"",""entertainment"",""sessions"",""data"",""ai"",""summit-2021""]"
